Abiotrophia_defectiva	Acetanaerobacterium_elongatum	Acetobacter_pasteurianus	Acholeplasmataceae	Acidaminococcaceae	Acidaminococcus_fermentans	Acidaminococcus_intestini	Acidobacteria_Gp1	Acidobacteria_Gp10	Acidobacteria_Gp16	Acidobacteria_Gp17	Acidobacteria_Gp22	Acidobacteria_Gp23	Acidobacteria_Gp3	Acidobacteria_Gp4	Acidobacteria_Gp6	Acidobacteria_Gp7	Acidobacteriaceae	Acinetobacter_baumannii	Acinetobacter_calcoaceticus	Acinetobacter_indicus	Acinetobacter_johnsonii	Acinetobacter_junii	Acinetobacter_lwoffii	Actinomyces_cardiffensis	Actinomyces_dentalis	Actinomyces_gerencseriae	Actinomyces_graevenitzii	Actinomyces_neuii	Actinomyces_odontolyticus	Actinomyces_turicensis	Actinomycetaceae	Adlercreutzia_equolifaciens	Aerococcaceae	Aerococcus_christensenii	Aeromonadaceae	Aeromonas_hydrophila	Aeromonas_sharmana	Aggregatibacter_aphrophilus	Akkermansia_muciniphila	Alcaligenaceae	Alistipes_finegoldii	Alistipes_indistinctus	Alistipes_onderdonkii	Alistipes_shahii	Alkaliphilus_oremlandii	Alkanindiges_illinoisensis	Allisonella_histaminiformans	Allobaculum_stercoricanis	Alloprevotella_rava	Alloscardovia_omnicolens	Alphaproteobacteria_family_incertae	Anaerobiospirillum_succiniciproducens	Anaerococcus_murdochii	Anaerococcus_octavius	Anaerococcus_tetradius	Anaerococcus_vaginalis	Anaerofilum_pentosovorans	Anaerofustis_stercorihominis	Anaeroglobus_geminatus	Anaeroplasmataceae	Anaerostipes_butyraticus	Anaerostipes_caccae	Anaerotruncus_colihominis	Aquabacterium_parvum	Aquicella_siphonis	Arcobacter_cryaerophilus	Arenimonas_oryziterrae	Armatimonadetes_gp5	Arthrobacter_psychrochitiniphilus	Atopobiaceae	Atopobium_parvulum	Atopobium_rimae	Atopobium_vaginae	Atopostipes_suicloacalis	Bacillaceae	Bacillales_Incertae_Sedis_XI	Bacillales_Incertae_Sedis_XII	Bacillus_butanolivorans	Bacillus_cereus	Bacillus_circulans	Bacillus_stratosphericus	Bacteriovoracaceae	Bacteroidaceae	Bacteroidales_incertae_sedis	Bacteroides_barnesiae	Bacteroides_caccae	Bacteroides_cellulosilyticus	Bacteroides_clarus	Bacteroides_coprocola	Bacteroides_coprophilus	Bacteroides_dorei	Bacteroides_eggerthii	Bacteroides_fragilis	Bacteroides_massiliensis	Bacteroides_nordii	Bacteroides_oleiciplenus	Bacteroides_ovatus	Bacteroides_plebeius	Bacteroides_salyersiae	Bacteroides_sartorii	Bacteroides_stercoris	Bacteroides_thetaiotaomicron	Bacteroides_uniformis	Bacteroides_xylanisolvens	Barnesiella_intestinihominis	Barnesiella_viscericola	Bdellovibrio_bacteriovorus	Bellilinea_caldifistulae	Bifidobacteriaceae	Bifidobacterium_adolescentis	Bifidobacterium_animalis	Bifidobacterium_bifidum	Bifidobacterium_breve	Bifidobacterium_dentium	Bifidobacterium_pseudocatenulatum	Bifidobacterium_pseudolongum	Bilophila_wadsworthia	Blautia_faecis	Blautia_luti	Blautia_obeum	Blautia_producta	Blautia_schinkii	Blautia_wexlerae	Bosea_minatitlanensis	Bradyrhizobiaceae	Brevibacillus_laterosporus	Brevibacterium_celere	Brevundimonas_vesicularis	Brochothrix_thermosphacta	Brucella_inopinata	Brucellaceae	Burkholderia_soli	Burkholderiaceae	Burkholderiales_incertae_sedis	Butyricicoccus_pullicaecorum	Butyricimonas_synergistica	Butyricimonas_virosa	Caedibacter_caryophilus	Campylobacter_concisus	Campylobacter_curvus	Campylobacter_gracilis	Campylobacter_hominis	Campylobacter_jejuni	Campylobacter_lari	Campylobacter_rectus	Campylobacter_ureolyticus	Campylobacteraceae	Capnocytophaga_sputigena	Cardiobacterium_valvarum	Carnobacteriaceae	Catenibacterium_mitsuokai	Caulobacter_segnis	Caulobacteraceae	Cellulosilyticum_ruminicola	Cetobacterium_somerae	Chitinophagaceae	Chromatiaceae	Citrobacter_gillenii	Cloacibacillus_evryensis	Clostridiaceae	Clostridiales_Incertae_Sedis_XIII	Clostridium_acetobutylicum	Clostridium_aldenense	Clostridium_arbusti	Clostridium_bartlettii	Clostridium_butyricum	Clostridium_chartatabidum	Clostridium_citroniae	Clostridium_colinum	Clostridium_difficile	Clostridium_disporicum	Clostridium_ghonii	Clostridium_glycyrrhizinilyticum	Clostridium_hiranonis	Clostridium_hylemonae	Clostridium_intestinale	Clostridium_lactatifermentans	Clostridium_leptum	Clostridium_lundense	Clostridium_methylpentosum	Clostridium_nitrophenolicum	Clostridium_orbiscindens	Clostridium_paraputrificum	Clostridium_perfringens	Clostridium_saccharogumia	Clostridium_scindens	Clostridium_spiroforme	Clostridium_sporosphaeroides	Clostridium_sticklandii	Clostridium_symbiosum	Clostridium_viride	Collinsella_aerofaciens	Collinsella_intestinalis	Collinsella_tanakaei	Comamonadaceae	Comamonas_kerstersii	Comamonas_thiooxydans	Coprobacillus_cateniformis	Coprococcus_catus	Coprococcus_comes	Coprococcus_eutactus	Coraliomargarita_akajimensis_DSM_45221	Coriobacteriaceae	Corynebacteriaceae	Corynebacterium_accolens	Corynebacterium_amycolatum	Corynebacterium_argentoratense	Corynebacterium_durum	Corynebacterium_simulans	Corynebacterium_tuberculostearicum	Corynebacterium_variabile	Cronobacter_malonaticus	Cryomorphaceae	Cryptobacterium_curtum	Cyclobacteriaceae	Cytophagaceae	Dactylosporangium_luteum	Dechloromonas_denitrificans	Desulfobacterium_anilini	Desulfomicrobium_norvegicum	Desulfovibrio_desulfuricans	Desulfovibrio_oxamicus	Desulfovibrio_piger	Desulfovibrio_simplex	Desulfovibrionaceae	Dialister_invisus	Dialister_micraerophilus	Dialister_pneumosintes	Dialister_propionicifaciens	Dialister_succinatiphilus	Diplorickettsia_massiliensis	Dongia_mobilis	Dorea_longicatena	Dysgonomonas_mossii	Eggerthella_lenta	Eggerthella_sinensis	Eggerthellaceae	Eikenella_corrodens	Elusimicrobiaceae	Elusimicrobium_minutum	Enhydrobacter_aerosaccus	Ensifer_adhaerens	Enterobacter_pulveris	Enterobacteriaceae	Enterococcaceae	Enterococcus_asini	Enterococcus_faecalis	Enterorhabdus_mucosicola	Erysipelatoclostridium_ramosum	Erysipelotrichaceae	Erythrobacteraceae	Escherichia_fergusonii	Eubacteriaceae	Eubacterium_brachy	Eubacterium_callanderi	Eubacterium_contortum	Eubacterium_coprostanoligenes	Eubacterium_infirmum	Eubacterium_nodatum	Eubacterium_pyruvativorans	Eubacterium_saburreum	Eubacterium_saphenum	Eubacterium_siraeum	Eubacterium_sulci	Faecalibacterium_prausnitzii	Fibrobacteraceae	Filifactor_alocis_ATCC_35896	Finegoldia_magna	Flavobacteriaceae	Flavobacterium_xinjiangense	Fluviicola_taffensis	Fusobacteriaceae	Fusobacterium_mortiferum	Fusobacterium_necrophorum	Fusobacterium_nucleatum	Fusobacterium_varium	Gaiella_occulta	Gallicola_barnesae	Gemella_asaccharolytica	Gemella_haemolysans	Gemella_sanguinis	Gemmatimonadaceae	Gemmatimonas_aurantiaca	Gemmiger_formicilis	Geobacillus_stearothermophilus	Geodermatophilaceae	Gordonibacter_pamelaeae	Granulicatella_adiacens	Granulicatella_elegans	Haemophilus_parainfluenzae	Haemophilus_pittmaniae	Haliscomenobacter_hydrossis	Helicobacter_ganmani	Helicobacter_pullorum	Helicobacter_typhlonius	Holdemania_filiformis	Howardella_ureilytica	Hungatella_hathewayi	Hydrogenoanaerobacterium_saccharovorans	Hyphomicrobiaceae	Ignavibacterium_album	Ilumatobacter_fluminis	Jonquetella_anthropi	Klebsiella_pneumoniae	Kocuria_salsicia	Lachnoanaerobaculum_umeaense	Lachnospiraceae	Lactobacillaceae	Lactobacillus_acetotolerans	Lactobacillus_animalis	Lactobacillus_bobalius	Lactobacillus_camelliae	Lactobacillus_coleohominis	Lactobacillus_delbrueckii	Lactobacillus_gasseri	Lactobacillus_gastricus	Lactobacillus_iners	Lactobacillus_ingluviei	Lactobacillus_mucosae	Lactobacillus_oris	Lactobacillus_paracasei	Lactobacillus_plantarum	Lactobacillus_rogosae	Lactobacillus_rossiae	Lactobacillus_ruminis	Lactobacillus_saerimneri	Lactobacillus_sakei	Lactobacillus_salivarius	Lactobacillus_sanfranciscensis	Lactococcus_lactis	Lactococcus_piscium	Lactococcus_plantarum	Lactonifactor_longoviformis	Leptotrichia_hongkongensis	Leptotrichiaceae	Leuconostoc_citreum	Leuconostoc_gasicomitatum	Leuconostoc_lactis	Leuconostocaceae	Litorilinea_aerophila	Luteibacter_anthropi	Lutibacter_maritimus	Megamonas_funiformis	Megasphaera_elsdenii	Megasphaera_micronuciformis	Methylobacteriaceae	Methylobacterium_jeotgali	Methylogaea_oryzae_JCM_16910	Methylophilaceae	Methylophilus_flavus	Methylophilus_methylotrophus	Microbacteriaceae	Micrococcaceae	Micromonosporaceae	Mitsuokella_jalaludinii	Mitsuokella_multacida	Mobiluncus_curtisii	Mogibacterium_neglectum	Mogibacterium_timidum	Moraxellaceae	Morganella_morganii	Mucispirillum_schaedleri	Murdochiella_asaccharolytica	Mycoplasma_bovis	Mycoplasma_hominis	Mycoplasma_microti	Myroides_odoratus	Nannocystis_exedens	Negativicoccus_succinicivorans	Neisseria_elongata	Neisseria_subflava	Neisseriaceae	Neochlamydia_hartmannellae	Nitrosomonadaceae	Nitrospira_moscoviensis	Nocardioidaceae	Novoherbaspirillum_malthae	Oceanibaculum_indicum	Oceanobacillus_indicireducens	Oceanospirillaceae	Odoribacter_laneus	Ohtaekwangia_koreensis	Olsenella_profusa	Olsenella_uli	Opitutaceae	Oribacterium_sinus	Oscillibacter_valericigenes	Oxalobacter_formigenes	Oxalobacteraceae	Paenibacillaceae	Paenibacillus_borealis	Paenibacillus_pasadenensis	Paenibacillus_taiwanensis	Parabacteroides_distasonis	Parabacteroides_goldsteinii	Parabacteroides_gordonii	Parabacteroides_johnsonii	Parabacteroides_merdae	Paracoccus_marcusii	Paraeggerthella_hongkongensis	Paraprevotella_clara	Paraprevotella_xylaniphila	Parascardovia_denticolens	Parasutterella_excrementihominis	Parasutterella_secunda	Parvimonas_micra	Pasteurellaceae	Pediococcus_pentosaceus	Peptococcaceae	Peptococcus_niger	Peptoniphilaceae	Peptoniphilus_duerdenii_ATCC_BAA-1640	Peptoniphilus_gorbachii	Peptoniphilus_ivorii	Peptoniphilus_lacrimalis	Peptoniphilus_methioninivorax	Peptostreptococcaceae	Peptostreptococcus_anaerobius	Peptostreptococcus_stomatis	Petrimonas_sulfuriphila	Phascolarctobacterium_faecium	Phocaeicola_abscessus	Photorhabdus_luminescens	Phyllobacteriaceae	Plesiomonas_shigelloides	Polyangiaceae	Porphyromonadaceae	Porphyromonas_bennonis	Porphyromonas_catoniae	Porphyromonas_endodontalis	Porphyromonas_gingivalis	Porphyromonas_levii	Porphyromonas_somerae	Porphyromonas_uenonis	Prevotella_amnii	Prevotella_bergensis	Prevotella_copri	Prevotella_disiens	Prevotella_melaninogenica	Prevotella_nanceiensis	Prevotella_stercorea	Prevotella_timonensis	Prevotellaceae	Propionibacterium_acnes	Proteus_mirabilis	Providencia_rustigianii	Pseudobutyrivibrio_ruminis	Pseudoflavonifractor_capillosus	Pseudolabrys_taiwanensis	Pseudomonadaceae	Pseudomonas_aeruginosa	Pseudomonas_arsenicoxydans	Pseudomonas_caeni	Pseudomonas_cedrina	Pseudomonas_geniculata	Pseudomonas_lundensis	Pseudomonas_poae	Pseudomonas_psychrotolerans	Pseudomonas_stutzeri	Psychrobacter_cibarius	Psychrobacter_pulmonis	Puniceicoccaceae	Pyramidobacter_piscolens	Ralstonia_pickettii	Raoultella_ornithinolytica	Rhizobiaceae	Rhizobium_radiobacter	Rhodobacteraceae	Rhodococcus_qingshengii	Rhodococcus_yunnanensis	Rhodocyclaceae	Rhodopseudomonas_palustris	Rhodospirillaceae	Rikenella_microfusus	Rikenellaceae	Roseburia_faecis	Roseburia_intestinalis	Roseburia_inulinivorans	Roseomonas_lacus	Rothia_aeria	Rothia_dentocariosa	Rothia_mucilaginosa	Ruminococcaceae	Ruminococcus_albus	Ruminococcus_bromii	Ruminococcus_callidus	Ruminococcus_faecis	Ruminococcus_flavefaciens	Ruminococcus_lactaris	Ruminococcus_torques	Saccharofermentans_acetigenes	Salmonella_enterica	Sarcina_ventriculi	Scardovia_wiggsiae	Selenomonas_artemidis	Selenomonas_bovis	Serratia_marcescens	Shuttleworthia_satelles	Sinobacteraceae	Slackia_equolifaciens	Slackia_exigua	Slackia_faecicanis	Slackia_isoflavoniconvertens	Slackia_piriformis	Sneathia_sanguinegens	Sneathiellaceae	Solibacillus_silvestris	Solirubrobacteraceae	Solobacterium_moorei	Sphingobacteriaceae	Sphingobium_chungbukense	Sphingomonadaceae	Sphingomonas_hankookensis	Sphingomonas_panni	Sphingomonas_paucimobilis	Sphingopyxis_flavimaris	Sphingorhabdus_planktonica	Spirochaeta_caldaria	Spirochaeta_zuelzerae	Spirochaetaceae	Sporanaerobacter_acetigenes	Sporobacter_termitidis	Staphylococcus_aureus	Staphylococcus_capitis	Staphylococcus_equorum	Staphylococcus_saprophyticus	Stenotrophomonas_nitritireducens	Steroidobacter_denitrificans	Streptococcaceae	Streptococcus_agalactiae	Streptococcus_australis	Streptococcus_constellatus	Streptococcus_gallolyticus	Streptococcus_mutans	Streptococcus_parauberis	Streptococcus_salivarius	Streptococcus_sobrinus	Streptomycetaceae	Succinatimonas_hippei	Succinivibrio_dextrinosolvens	Succinivibrionaceae	Sutterella_parvirubra	Sutterella_stercoricanis	Sutterella_wadsworthensis	Sutterellaceae	Synergistaceae	Syntrophomonas_zehnderi	Terrisporobacter_glycolicus	Thauera_selenatis	Thauera_terpenica	Thermomonosporaceae	Tissierella_praeacuta	Treponema_porcinum	Trichococcus_pasteurii	Truepera_radiovictrix	Turicibacter_sanguinis	Tyzzerella_nexilis	Unclassified	Uruburuella_suis	Vagococcus_fluvialis	Vampirovibrio_chlorellavorus	Varibaculum_cambriense	Veillonella_atypica	Veillonella_dispar	Veillonella_magna	Veillonella_ratti	Veillonellaceae	Verrucomicrobiaceae	Vibrio_campbellii	Victivallaceae	Victivallis_vadensis	Weissella_viridescens	Wohlfahrtiimonas_chitiniclastica	Xanthomonadaceae	unclassified_Acidobacteria	unclassified_Armatimonadetes	unclassified_Clostridiales
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00123114804555	0.000544546250917	0.000118379619765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000639249946729	0.0	0.000189407391623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106541657788	0.000118379619765	0.0	0.0	0.0	0.0	0.0	0.000994388806023	0.000355138859294	2.36759239529e-05	7.10277718588e-05	0.0	0.0102753509956	0.0	0.00227288869948	0.000118379619765	2.36759239529e-05	0.000118379619765	0.00101806472998	0.593602765348	0.00220186092762	0.0	0.00456945332292	0.00142055543718	0.0044747496271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106541657788	0.0	0.0	9.47036958117e-05	0.00776570305656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000520870326965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032199256576	0.0	0.00449842555106	0.0	0.0	0.0	0.0	0.0	0.000662925870682	0.0	0.0	0.0	0.0	0.000710277718588	0.0	7.10277718588e-05	0.0	4.73518479059e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.47036958117e-05	0.000544546250917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000781305490447	0.0	9.47036958117e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00449842555106	0.0	0.0	0.0	0.0	0.000355138859294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224684518313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36759239529e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000118379619765	0.0	0.0	0.0	0.0	4.73518479059e-05	0.0	0.0	4.73518479059e-05	0.0	4.73518479059e-05	0.0	0.0	0.0	0.0	0.0	9.47036958117e-05	0.0	2.36759239529e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0224684518313	0.0	0.0	0.0	0.0	0.0	0.0	2.36759239529e-05	0.000260435163482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118379619765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000355138859294	0.0	0.0	0.0	0.000142055543718	0.0	0.0	0.0024149442432	0.000307787011388	0.0	0.0	0.00208348130786	0.0	0.0	0.0	0.0	0.0	0.016596822691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0199588038923	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00187039799228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132159007505	0.0	0.0	0.0	0.0	0.0	0.0	0.00255699978692	0.0	0.00295949049412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36759239529e-05	0.0	0.0	4.73518479059e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000118379619765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00177569429647	0.120415749225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000207447360232	0.000518618400581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00396743076444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228192096256	7.77927600871e-05	0.0	0.0	0.0	0.0	0.0	0.0040192926045	2.5930920029e-05	0.000129654600145	0.0	0.0	0.0691836946375	0.000285240120319	2.5930920029e-05	0.0232859661861	0.000207447360232	0.0	0.0103205061716	0.477284514055	0.00132247692148	0.0	0.00658645368738	0.0048231511254	0.00430453272482	0.0	7.77927600871e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000233378280261	0.0	2.5930920029e-05	0.0	0.0	0.0	0.00658645368738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000233378280261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00487501296546	0.0	0.0	0.000129654600145	0.0	0.0	0.0	0.0	0.00246343740276	0.0	0.0	0.0	0.0	0.000570480240639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5930920029e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5930920029e-05	0.0	0.0	0.0	0.0	0.000103723680116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0046416346852	0.0	0.0	0.0	2.5930920029e-05	2.5930920029e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0121616014936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.77927600871e-05	0.0	0.0	0.0268644331501	0.0	0.0	0.0	5.18618400581e-05	0.0	0.0	0.0	0.000440825640494	0.0	0.0	0.0	2.5930920029e-05	0.0	0.00217819728244	0.0	0.0	2.5930920029e-05	0.0	0.0	7.77927600871e-05	0.0	2.5930920029e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107717041801	0.0	0.0	0.0	0.0	0.0	0.0	5.18618400581e-05	0.000311171040349	0.0	0.0	0.0	0.0	0.0	5.18618400581e-05	0.0	0.0	0.0	0.0	0.0	2.5930920029e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103723680116	0.0	0.0	0.0	0.00025930920029	0.0	0.0	0.00414894720465	2.5930920029e-05	0.0	0.0	0.00132247692148	0.0	0.0	0.0	0.0	0.0	0.0302613836739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00477128928534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00375998340421	0.0	0.0	0.0	0.000674203920755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5930920029e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0440307022093	0.0	0.0	0.0	0.0	0.0	0.0	0.00264495384296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000103723680116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155585520174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00505652940566	0.123664557619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
